carpetArea,areaUnit,price,status,latitude,longitude,locality,propertyName,floors,bedRoom
750,sq.ft.,6000000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Lakeshore Greens,18,2
450,sq.ft.,4500000,Ready to move,19.159614,73.071246,Dombivli East,Siddharth Riverwood Park,27,1
418,sq.ft.,4200000,Ready to move,19.160725,73.055552,Dombivli East,Marathon Nextown,13,1
500,sq.ft.,5200000,Ready to move,19.179273,73.075743,Dombivli East,Runwal My City,27,2
705,sq.ft.,9000000,Ready to move,19.20697,73.096559,Dombivli East,Laxman Mukund CHS,4,2
565,sq.ft.,7500000,Ready to move,19.20697,73.096559,Dombivli East,Opp KDMC office Dombivli east,4,1
416,sq.ft.,2700000,Ready to move,19.20697,73.096559,Dombivli East,arjun heights,7,1
550,sq.ft.,5000000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Palava Casa Eviva,18,1
520,sq.ft.,5200000,Ready to move,19.215852,73.086603,Ramnagar,Shree Guru Mauli Chhaya,4,2
570,sq.ft.,5500000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,2
845,sq.ft.,5800000,Ready to move,19.20697,73.096559,Dombivli East,Dhanashree Prathama,3,2
595,sq.ft.,3900000,Ready to move,19.205795,73.095401,Dombivli East,RK Constructions Sadguru Residency,40,1
710,sq.ft.,5500000,Ready to move,19.20697,73.096559,Dombivli East,Pallava,18,2
495,sq.ft.,3500000,Ready to move,19.153784,73.077967,Nilje Gaon,Lodha Casa Rio Gold,7,1
495,sq.ft.,3400000,Ready to move,19.156763,73.081728,Nilje Gaon,Lodha Casa Rio Gold,7,1
680,sq.ft.,8200000,Ready to move,19.209524,73.079897,Dombivli East,Neelsidhi Balaji Garden,15,2
650,sq.ft.,5800000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,18,3
442,sq.ft.,4000000,Ready to move,19.16697,73.072915,Dombivli East,Lodha Casa Bella Gold,8,1
398,sq.ft.,4200000,Ready to move,19.20697,73.096559,Dombivli East,Casa Aurelia E,18,1
506,sq.ft.,4400000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Palava City,18,1
650,sq.ft.,5600000,Ready to move,19.211485,73.09616,Gograswadi,Tushar Villa,4,1
1200,sq.ft.,14000000,Ready to move,19.200471,73.11224,Dawadi Gaon,Flat no 503 building no 19a regency estate,7,3
890,sq.ft.,7200000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,21,3
750,sq.ft.,2700000,Ready to move,19.195599,73.094745,Sagaon,Riddhi Siddhi Apartments,4,1
485,sq.ft.,3200000,Ready to move,19.211319,73.100986,Sagarli,riverwood,4,1
596,sq.ft.,6500000,Ready to move,19.174429,73.069306,Dombivli East,Lodha Casa Bella,18,2
350,sq.ft.,2800000,Ready to move,19.19212498,73.08685832,Desale Pada,Krishna Highlands,7,1
537,sq.ft.,4200000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,1
909,sq.ft.,5600000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,2
500,sq.ft.,4500000,Ready to move,19.223726,73.100656,thakurli,Kathod Heights,8,1
350,sq.ft.,1900000,Ready to move,19.20697,73.096559,Dombivli East,Jai Ganesh Apartment,4,1
650,sq.ft.,7600000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Palava Casa Bella,18,2
636,sq.ft.,4800000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,2
475,sq.ft.,3500000,Ready to move,19.21014,73.09396,Dombivli East,Dombivali Prafful Housing,7,1
420,sq.ft.,4600000,Ready to move,19.204835,73.087314,Sunil Nagar,nav pavati dham,3,1
510,sq.ft.,3200000,Ready to move,19.202427,73.100084,Dombivli East,Vedant Krishna Pride,7,1
600,sq.ft.,1900000,Ready to move,19.195365,73.095565,Sagaon,Bhargav Palace,5,1
580,sq.ft.,4300000,Ready to move,19.1658883,73.0733908,Dombivli East,Lodha Palava Codename Riverside,7,1
500,sq.ft.,6000000,Ready to move,19.212849,73.095778,Gograswadi,Sant Krupa Shree Santwani CHS,4,1
403,sq.ft.,4500000,Ready to move,19.159614,73.071246,Dombivli East,Siddharth Riverwood Park,22,1
495,sq.ft.,3800000,Ready to move,19.22551,73.09673,thakurli,Om Hari Darshan Chs,4,1
511.93,sq.ft.,5500000,Ready to move,19.179273,73.075743,Dombivli East,Runwal My City,32,2
638,sq.ft.,6500000,Ready to move,19.200706,73.098635,Dombivli East,Lodha Casario,7,2
485,sq.ft.,4500000,Ready to move,19.215852,73.086603,Ramnagar,Om gurunath CHS,5,1
260,sq.ft.,1500000,Ready to move,19.206434,73.096499,Dombivli East,Shankar Parvati CHS,4,1
445,sq.ft.,3500000,Ready to move,18.469662,73.830296,Desale Pada,Suman Heights,7,1
412,sq.ft.,2199000,Ready to move,18.476061,73.820463,Nilje Gaon,Shanti Garden,4,1
495,sq.ft.,3200000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,7,1
450,sq.ft.,3060000,Ready to move,19.211967,73.096415,Gograswadi,Ajantha Darshan Society,4,1
584,sq.ft.,5500000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,2
420,sq.ft.,3500000,Ready to move,19.19885,73.10342,Dombivli East,Shri Shankhehwar Garden,4,1
450,sq.ft.,4500000,Ready to move,19.20697,73.096559,Dombivli East,Eleganta Apartment,7,2
650,sq.ft.,5500000,Ready to move,19.20697,73.096559,Dombivli East,Casa Rio Arabiana,9,2
470,sq.ft.,3900000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Palava City,14,1
535,sq.ft.,2600000,Ready to move,19.196198,73.09144,Dombivli East,Anjani Paradise,5,1
400,sq.ft.,2600000,Ready to move,19.21833,72.97809,Sagaon,Om Namo Gurudutt Chs,6,1
542,sq.ft.,5800000,Ready to move,19.20697,73.096559,Dombivli East,Runwal My City,27,2
890,sq.ft.,7200000,Ready to move,19.211967,73.096415,Gograswadi,Shree Sai Balaji Darshan,7,2
500,sq.ft.,4300000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,16,1
500,sq.ft.,3500000,Ready to move,19.156763,73.081728,Nilje Gaon,Lodha Casa Rio Gold,7,1
496,sq.ft.,5200000,Ready to move,19.20697,73.096559,Dombivli East,Ghanshyam co-operative housing society ltd,4,1
720,sq.ft.,8500000,Under Construction,19.20697,73.096559,Dombivli East,Paradise Sai World Dreams,36,2
450,sq.ft.,4700000,Under Construction,19.20697,73.096559,Dombivli East,Paradise Sai World Dreams,36,1
350,sq.ft.,3900000,Ready to move,19.206393,73.096753,Dombivli East,Rajshree Complex,7,1
460,sq.ft.,4200000,Ready to move,19.16697,73.072915,Dombivli East,Lodha Casa Bella Gold,8,1
706,sq.ft.,6000000,Ready to move,19.170611,73.111267,Dombivli East,Lodha Palava Lakeshore Green,18,2
718,sq.ft.,7000000,Ready to move,19.22551,73.09673,thakurli,Happy Home Sarvodaya Hill,16,2
456,sq.ft.,4200000,Ready to move,19.160725,73.055552,Dombivli East,Marathon Nextown,18,1
1000,sq.ft.,9000000,Ready to move,19.22551,73.09673,thakurli,Happy Home Sarvodaya Aashish,7,2
375,sq.ft.,3500000,Ready to move,19.20697,73.096559,Dombivli East,jeevan Shilpa ,4,1
750,sq.ft.,5000000,Ready to move,19.20825,73.084158,Tukaram Nagar,Vrundavan Society,4,1
638,sq.ft.,5200000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Lakeshore Greens,18,2
570,sq.ft.,4000000,Ready to move,19.20501,73.093895,Gandhi Nagar,Narayan Smruti CHS,4,1
640,sq.ft.,7800000,Ready to move,19.20697,73.096559,Dombivli East,Draupadi Niwas,7,1
550,sq.ft.,3315000,Ready to move,19.20697,73.096559,Dombivli East,Om Sai Pooja CHS,4,1
570,sq.ft.,3000000,Ready to move,19.20697,73.096559,Dombivli East,Rohideshwar chs,3,1
610,sq.ft.,3800000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,3
1000,sq.ft.,7000000,Ready to move,19.190832,73.100959,Dombivli East,Green Heritage CHS,7,1
400,sq.ft.,2700000,Ready to move,19.167934,73.071971,Dombivli East,Lodha Golflinks,7,3
1550,sq.ft.,21000000,Ready to move,19.22551,73.09673,thakurli,"Shree Krushna Plaza, 90FT road, Thakurli (East)",12,2
875,sq.ft.,6600000,Ready to move,19.153784,73.077967,Nilje Gaon,Lodha Casa Rio Gold,8,2
498,sq.ft.,5780000,Ready to move,19.209134,73.103989,Dombivli East,Casa Fontana,18,2
400,sq.ft.,3000000,Ready to move,19.200706,73.098635,Dombivli East,Lodha Casario,12,2
500,sq.ft.,3500000,Ready to move,19.20697,73.096559,Dombivli East,Sanghvi Shankheshwar Nagar,8,2
785,sq.ft.,5100000,Ready to move,19.202861,73.104065,Dombivli East,Kartikey Darshan,3,1
596,sq.ft.,5950000,Ready to move,19.200138,73.099763,Dombivli East,Om Shree Dhanlaxmi CHS,4,1
650,sq.ft.,5000000,Ready to move,19.218791,73.096581,Dombivli East,Vijay Smruti CHS,4,1
470,sq.ft.,3400000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Palava Casa Rio Gold,8,2
686,sq.ft.,5600000,Ready to move,0,0,Dawadi Gaon,Om Sai,7,2
600,sq.ft.,4000000,Ready to move,19.2183307,72.9780897,Sagaon,Ramchandra Park,6,1
435,sq.ft.,2800000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Vihar,7,2
650,sq.ft.,4800000,Ready to move,19.20697,73.096559,Dombivli East,vrindavan society,5,2
672,sq.ft.,7300000,Ready to move,19.20697,73.096559,Dombivli East,lodha herritage,4,1
340,sq.ft.,2200000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,1
449,sq.ft.,3100000,Ready to move,19.15406,73.11648,Dombivli East,Lodha Casa Marvella,18,2
585,sq.ft.,7500000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,2
584,sq.ft.,4100000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,1
449,sq.ft.,3000000,Ready to move,19.23572,73.0862735,Kumbharkhan Pada,Jai laxmi pooja CHS,4,1
415,sq.ft.,3200000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,2
584,sq.ft.,4000000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,2
686,sq.ft.,5200000,Ready to move,19.200471,73.11224,Dawadi Gaon,Gagangiri CHS,3,1
650,sq.ft.,2800000,Ready to move,19.236364,73.087207,Kumbharkhan Pada,Kanta Smruti Apartment,6,1
380,sq.ft.,3200000,Ready to move,19.218791,73.096581,Dombivli East,Vijay Smruti CHS,4,1
535,sq.ft.,4600000,Ready to move,19.20697,73.096559,Dombivli East,Anantnath And Forever City,19,2
574,sq.ft.,6800000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,18,2
370,sq.ft.,3900000,Ready to move,19.159614,73.071246,Dombivli East,Siddharth Riverwood Park,7,2
565,sq.ft.,5500000,Ready to move,19.22551,73.09673,thakurli,Vitthal Plaza,7,1
420,sq.ft.,4200000,Ready to move,19.20697,73.096559,Dombivli East,sai shakti chs,3,1
539.81,sq.ft.,5500000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Casa Bella Gold,18,2
576,sq.ft.,4750000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,7,2
550,sq.ft.,4500000,Ready to move,19.1941736,73.0871153,Desale Pada,ravi nest society,7,1
375,sq.ft.,1800000,Ready to move,19.20697,73.096559,Dombivli East,RAMKRUPA BLDG NO.1,4,2
820,sq.ft.,7000000,Ready to move,19.20697,73.096559,Dombivli East,devyani chs,3,1
790,sq.ft.,7500000,Ready to move,19.2057161,73.09553,Dombivli East,Vignesh Krupa,7,2
727,sq.ft.,8000000,Ready to move,19.20697,73.096559,Dombivli East,Nilkanth CHS,4,1
565,sq.ft.,6500000,Ready to move,19.215852,73.086603,Ramnagar,Sitaram chhaya society ,3,2
650,sq.ft.,9000000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,2
646,sq.ft.,4500000,Ready to move,19.211967,73.096415,Gograswadi,Ramrang CHS,4,1
546,sq.ft.,2300000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,7,2
750,sq.ft.,4500000,Ready to move,19.224438,73.099604,thakurli,Riddhi Park,5,1
390,sq.ft.,4600000,Ready to move,19.20697,73.096559,Dombivli East,Sita Kunj,4,1
570,sq.ft.,3500000,Ready to move,19.204217,73.091808,P and T Colony,Kundalik Mhatre Apartment,4,1
340,sq.ft.,2100000,Ready to move,19.153784,73.077967,Nilje Gaon,Lodha Casa Rio Gold,7,2
635,sq.ft.,8500000,Ready to move,0,0,Dombivli East,Casa Rio Palava,8,1
604,sq.ft.,5300000,Ready to move,19.187914,73.086805,Dombivli East,Lodha Regency,4,2
480,sq.ft.,2600000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,17,1
686,sq.ft.,5500000,Ready to move,19.160725,73.055552,Dombivli East,Marathon Nextown,19,1
456,sq.ft.,4600000,Ready to move,19.216044,73.110835,Dombivli East,Koyana CHS,2,1
583,sq.ft.,4500000,Ready to move,19.20697,73.096559,Dombivli East,shree sadguru krupa complex,4,1
594,sq.ft.,6000000,Ready to move,19.213156,73.0902,Raghuveer Nagar,Madhavashram Nagar Apartment,5,1
825,sq.ft.,8500000,Ready to move,19.206709,73.104037,Dombivli East,Casa Rio Gardenia,7,2
622,sq.ft.,5200000,Ready to move,19.1928789,73.0948305,Dombivli East,Sanghvi Shankheshwar Nagar,4,1
900,sq.ft.,8500000,Ready to move,73.077967,19.153784,Nilje Gaon,Lodha Casa Rio Gold,7,2
693,sq.ft.,6900000,Ready to move,19.20697,73.096559,Dombivli East,mayaprem apartment,4,1
400,sq.ft.,4450000,Ready to move,19.174429,73.069306,Dombivli East,Lodha Casa Bella,19,3
798,sq.ft.,7500000,Ready to move,19.169439,73.07455387,Dombivli East,Lodha Casa Bella Gold,19,2
667,sq.ft.,6900000,Ready to move,19.245098,73.10902,P and T Colony,maya prem apartment,7,1
600,sq.ft.,3200000,Ready to move,19.200215,73.084646,Nandivli,Om Heights,5,1
402.76,sq.ft.,4300000,Ready to move,19.179273,73.075743,Dombivli East,Runwal My City,32,1
480,sq.ft.,4000000,Ready to move,19.20697,73.096559,Dombivli East,rbi employees swanand chs,4,1
1200,sq.ft.,8000000,Ready to move,19.220964,73.104126,Dombivli East,OM JEEVAN CHS,2,1
632,sq.ft.,5500000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,2
471,sq.ft.,3500000,Ready to move,19.206301,73.093175,Dombivli East,Shree Ganesh Pranshu Pride,4,1
420,sq.ft.,2850000,Ready to move,19.156763,73.081728,Nilje Gaon,Chandresh Kunj Vihar CHS,4,1
500,sq.ft.,2600000,Ready to move,19.19585,73.095828,Sagaon,AK Balaji Vaibhav,5,1
685,sq.ft.,6100000,Ready to move,19.15117,72.83263,Dombivli East,Lodha Casa Rio Antartica,8,2
800,sq.ft.,7200000,Ready to move,19.2161,73.099,Dombivli East,River Scape Apartments,19,2
567,sq.ft.,5500000,Ready to move,19.215033,73.084206,Dombivli East,Aaditya smurti chs.,3,1
550,sq.ft.,4600000,Ready to move,19.210172,73.102412,Dombivli East,Ramdas Coop Complex,4,1
1470,sq.ft.,19500000,Ready to move,19.199372,73.109454,Sonar Pada,Regency Estate,12,4
975,sq.ft.,3300000,Ready to move,19.20697,73.096559,Dombivli East,Lakshmi Narayan CHS,4,2
1600,sq.ft.,18500000,Ready to move,19.167934,73.071971,Dombivli East,Lodha Golflinks,7,3
581,sq.ft.,4500000,Ready to move,19.2114956,73.103979,Azde Gaon,New Dhanashree Plaza,4,2
600,sq.ft.,5200000,Ready to move,19.1866494,73.0752235,Dombivli East,Runwal My City,27,2
510,sq.ft.,4000000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Palava Downtown,18,1
520,sq.ft.,4500000,Ready to move,19.233269,73.08867,Dombivli East,Society,4,1
500,sq.ft.,2100000,Ready to move,19.20697,73.096559,Dombivli East,swaraj residency,5,1
945,sq.ft.,3600000,Ready to move,19.200215,73.084646,Nandivli,amruta park,4,2
585,sq.ft.,3800000,Ready to move,19.202079,73.09884,MIDC,Bharat Mata CHS,3,1
435,sq.ft.,4200000,Ready to move,19.167348,73.082059,Dombivli East,Versatile Valley,19,1
450,sq.ft.,6500000,Ready to move,19.22435,73.108853,Kanchangoan,Happy Sarvodaya Swaroop,13,1
970,sq.ft.,18000000,Ready to move,19.1700586,73.0722064,Dombivli East,Lodha Golflinks,7,3
450,sq.ft.,3200000,Ready to move,19.188339,73.084653,Desale Pada,Vinayak Pride CHS,8,1
565,sq.ft.,3300000,Ready to move,19.195541,73.095466,Sagaon,Maruti Complex,3,1
298,sq.ft.,2500000,Ready to move,19.20697,73.096559,Dombivli East,Crown Taloja,14,1
400,sq.ft.,5500000,Under Construction,18.646898,73.821181,MIDC,Lodha Heavan,16,1
355,sq.ft.,3200000,Ready to move,19.205427,73.111397,Dombivli East,Amba Mata Krupa CHS,4,1
600,sq.ft.,3400000,Ready to move,19.170611,73.111267,Dombivli East,Lodha Palava Lakeshore Green,18,1
467,sq.ft.,4200000,Ready to move,19.20697,73.096559,Dombivli East,lodha codename golden dream,12,1
305,sq.ft.,3000000,Ready to move,19.20697,73.096559,Dombivli East,laxmi sagar co op hsg society,4,1
580,sq.ft.,4500000,Under Construction,19.174429,73.069306,Dombivli East,Lodha Casa Bella,19,2
464,sq.ft.,4300000,Ready to move,19.245098,73.10902,Azde Gaon,Jai Malhar Chs,6,1
260,sq.ft.,2000000,Ready to move,19.211319,73.100986,Sagarli,Uma Ganraj CHS,3,1
430,sq.ft.,3000000,Ready to move,19.205247,73.106393,Dombivli East,Global Morya Diamond Plaza,6,1
280,sq.ft.,1500000,Ready to move,19.20697,73.096559,Dombivli East,suman paradise,22,1
530,sq.ft.,2500000,Ready to move,19.210099,73.098917,Dombivli East,Vasant Enclave,6,1
407,sq.ft.,5000000,Ready to move,19.210937,73.101595,Sagarli,Suresh Complex,4,1
460,sq.ft.,3400000,Ready to move,19.20697,73.096559,Dombivli East,Om Durvankur Apartment,4,2
1200,sq.ft.,8500000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Palava Casa Bella,8,2
648,sq.ft.,4800000,Ready to move,19.217126,73.088262,Dombivli East,Shantaram Sadan,4,1
500,sq.ft.,6000000,Ready to move,19.20697,73.096559,Dombivli East,regency estate,12,2
550,sq.ft.,5500000,Ready to move,19.20697,73.096559,Dombivli East,Sai Baba CHS,4,2
690,sq.ft.,4300000,Ready to move,19.179273,73.075743,Dombivli East,Runwal My City,20,1
40902,sq.ft.,51000000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Palava Casa Clara,14,1
695,sq.ft.,5000000,Ready to move,19.20697,73.096559,Dombivli East,Casa Rio Arabiana,8,2
584,sq.ft.,6100000,Ready to move,19.206131,73.096513,Dombivli East,Krishna Highlands,7,1
702,sq.ft.,7500000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,2
893,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Lodha Palava City,18,1
530,sq.ft.,price on req,Ready To Move,19.20552,73.097133,Dombivli East,Om Sai Shanti CHS,4,2
687.5,sq.ft.,price on req,Ready To Move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,1
520,sq.ft.,6000000,Ready to move,19.07598,72.87766,Dombivli East,Mrunal Om Sai Residency Mumbai,4,2
440,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Chandresh Shehnai Lodha Heritage,4,1
917.5,sq.ft.,9796430,Ready To Move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,1
375,sq.ft.,2500000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,2
584,sq.ft.,4300000,Ready to move,19.20877,73.094875,Ayodhya Nagari,Jupiter Plaza,3,1
528,sq.ft.,price on req,Ready To Move,19.179273,73.075743,Dombivli East,Runwal My City,32,3
693,sq.ft.,price on req,Ready To Move,19.179273,73.075743,Dombivli East,Runwal My City,29,2
715,sq.ft.,price on req,Ready To Move,19.179273,73.075743,Dombivli East,Runwal My City,32,1
1015,sq.ft.,price on req,Ready To Move,19.179273,73.075743,Dombivli East,Runwal My City,32,2
1230,sq.ft.,price on req,Ready To Move,19.179273,73.075743,Dombivli East,Runwal My City,32,3
475,sq.ft.,3200000,Ready to move,19.194771,73.090797,Dombivli East,Sanghvi Shankheshwar Nagar,7,1
406.85,sq.ft.,4741049,Ready To Move,19.225513,73.099685,thakurli,Shri Nav Varadvinayak Society,7,2
525,sq.ft.,price on req,Ready To Move,19.224358,73.108452,Kanchangoan,Sneha Residency,7,1
864,sq.ft.,price on req,Ready To Move,19.198294,73.084816,Nandivali Panchanand,Gowardhan Tower,7,2
703,sq.ft.,7641624.5,Ready To Move,19.20697,73.096559,Dombivli East,Casa Fontana,18,1
917.5,sq.ft.,9796430,Ready To Move,19.179273,73.075743,Dombivli East,Runwal My City,20,1
572.5,sq.ft.,price on req,Ready To Move,19.207191,73.098754,Dombivli East,Durga Apartment,4,1
715,sq.ft.,price on req,Ready To Move,19.211403,73.095137,Gograswadi,Panchratna Mahal Chs,3,1
1015,sq.ft.,price on req,Ready To Move,19.207473,73.099097,Dombivli East,Lodha Heaven Apartment,7,1
1230,sq.ft.,price on req,Ready To Move,19.216105,73.105534,Dombivli East,Ganesh Shraddha CHS,4,1
420,sq.ft.,5100000,Ready to move,19.200706,73.098635,Dombivli East,Lodha Casario,8,2
500,sq.ft.,3850000,Ready to move,19.22586,73.0974,thakurli,Om Residency,7,2
406.85,sq.ft.,4741049,Ready To Move,19.20697,73.096559,Dombivli East,Vijay Smruti CHS,4,1
760.97,sq.ft.,9546755.5,Ready To Move,19.18833885,73.08465287,Desale Pada,Mangal Murti Bldg,4,1
541.45,sq.ft.,8500000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Palava Casa Rio Gold,8,1
406.85,sq.ft.,4741049,Ready To Move,19.208666,73.107237,MIDC,Milap Nagar,6,2
580.265,sq.ft.,6803589,Ready To Move,19.2071089,73.101212,Dombivli East,Rohit Shiv Kripa Residency,12,2
760.97,sq.ft.,9546755.5,Ready To Move,19.210405,73.102739,Dombivli East,Reliable Arcade,7,1
525,sq.ft.,2200000,Ready to move,19.211967,73.096415,Gograswadi,Vitthal plaza Gograswadi,5,1
